凤凰资讯频道,#genre#
CCTV-10,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000360#http://111.48.34.138/000000001000PLTV/88888888/224/3221229874/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230491/1.m3u8
CCTV-11,rtsp://111.48.34.138:1554/170000004112/00000001000000050000000000000583#http://111.48.34.138/000000001000PLTV/88888888/224/3221229869/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230444/1.m3u8
CCTV-12,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000361#http://111.48.34.138/000000001000PLTV/88888888/224/3221229897/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230363/1.m3u8
CCTV-13,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000514#http://111.48.34.138/000000001000PLTV/88888888/224/3221230493/1.m3u8
CCTV-14,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000362#http://111.48.34.138/000000001000PLTV/88888888/224/3221229868/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230446/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230447/1.m3u8
CCTV-15,rtsp://111.48.34.138:1554/170000004112/00000001000000050000000000000587#http://111.48.34.138/000000001000PLTV/88888888/224/3221229861/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230495/1.m3u8
CCTV-16,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000612#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000629#rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000541
CCTV-17,rtsp://111.48.34.138:1554/170000004112/00000001000000050000000000000580#http://111.48.34.138/000000001000PLTV/88888888/224/3221229831/1.m3u8
卫视频道,#genre#
湖北卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000060000000000000194#rtsp://111.48.34.138:1554/170000004112/HBGD9934983436000788486629361083#http://111.48.34.138/000000001000PLTV/88888888/224/3221229812/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230457/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230509/1.m3u8
湖南卫视,rtsp://111.48.34.138:1554/170000004112/00000001000000060000000000000174#http://111.48.34.138/000000001000PLTV/88888888/224/3221229739/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221229983/1.m3u8
浙江卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000060000000000000195#http://111.48.34.138/000000001000PLTV/88888888/224/3221229788/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230460/1.m3u8
江苏卫视,rtsp://111.48.34.138:1554/170000004112/00000001000000060000000000000177#http://111.48.34.138/000000001000PLTV/88888888/224/3221229743/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230497/1.m3u8
东方卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000060000000000000198#http://111.48.34.138/000000001000PLTV/88888888/224/3221229808/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230448/1.m3u8
北京卫视,rtsp://111.48.34.138:1554/170000004112/00000001000000060000000000000173#http://111.48.34.138/000000001000PLTV/88888888/224/3221229741/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230501/1.m3u8
广东卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000060000000000000197#http://111.48.34.138/000000001000PLTV/88888888/224/3221230503/1.m3u8
深圳卫视,rtsp://111.48.34.138:1554/170000004112/00000001000000060000000000000176#http://111.48.34.138/000000001000PLTV/88888888/224/3221229712/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230454/1.m3u8
黑龙江卫视,rtsp://111.48.34.138:1554/170000004112/00000001000000060000000000000175#http://111.48.34.138/000000001000PLTV/88888888/224/3221229816/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230462/1.m3u8
天津卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000060000000000000323#http://111.48.34.138/000000001000PLTV/88888888/224/3221229786/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230458/1.m3u8
山东卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000060000000000000324#http://111.48.34.138/000000001000PLTV/88888888/224/3221229827/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230456/1.m3u8
安徽卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000060000000000000325#http://111.48.34.138/000000001000PLTV/88888888/224/3221229778/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230505/1.m3u8
辽宁卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000060000000000000326#http://111.48.34.138/000000001000PLTV/88888888/224/3221229825/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230464/1.m3u8
东南卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000060000000000000346#http://111.48.34.138/000000001000PLTV/88888888/224/3221229810/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230507/1.m3u8
江西卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000396#http://111.48.34.138/000000001000PLTV/88888888/224/3221229752/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230519/1.m3u8
重庆卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000418#http://111.48.34.138/000000001000PLTV/88888888/224/3221229756/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230139/1.m3u8
贵州卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000419#http://111.48.34.138/000000001000PLTV/88888888/224/3221229758/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230138/1.m3u8
广西卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000515#http://111.48.34.138/000000001000PLTV/88888888/224/3221230328/1.m3u8
海南卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000442#http://111.48.34.138/000000001000PLTV/88888888/224/3221229794/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230141/1.m3u8
河南卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000463#http://111.48.34.138/000000001000PLTV/88888888/224/3221229870/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230511/1.m3u8
四川卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000464#http://111.48.34.138/000000001000PLTV/88888888/224/3221229901/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230140/1.m3u8
吉林卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000528#http://111.48.34.138/000000001000PLTV/88888888/224/3221230361/1.m3u8
甘肃卫视,rtsp://111.48.34.138:1554/170000004112/HBGD8790008720259235848417405421#http://111.48.34.138/000000001000PLTV/88888888/224/3221230502/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230521/1.m3u8
河北卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000447#http://111.48.34.138/000000001000PLTV/88888888/224/3221229840/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230143/1.m3u8
陕西卫视,rtsp://111.48.34.138:1554/170000004112/00000001000000060000000000000068#http://111.48.34.138/000000001000PLTV/88888888/224/3221229735/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230525/1.m3u8
山西卫视,rtsp://111.48.34.138:1554/170000004112/00000001000000060000000000000077#http://111.48.34.138/000000001000PLTV/88888888/224/3221229721/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230038/1.m3u8
云南卫视,rtsp://111.48.34.138:1554/170000004112/00000001000000060000000000000038#http://111.48.34.138/000000001000PLTV/88888888/224/3221229723/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230365/1.m3u8
西藏卫视,rtsp://111.48.34.138:1554/170000004112/00000001000000060000000000000078#http://111.48.34.138/000000001000PLTV/88888888/224/3221229727/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230103/1.m3u8
内蒙古卫视,rtsp://111.48.34.138:1554/170000004112/00000001000000060000000000000148#http://111.48.34.138/000000001000PLTV/88888888/224/3221229704/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230039/1.m3u8
新疆卫视,rtsp://111.48.34.138:1554/170000004112/00000001000000060000000000000075#http://111.48.34.138/000000001000PLTV/88888888/224/3221229729/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230030/1.m3u8
青海卫视,rtsp://111.48.34.138:1554/170000004112/00000001000000060000000000000074#http://111.48.34.138/000000001000PLTV/88888888/224/3221229731/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230101/1.m3u8
宁夏卫视,rtsp://111.48.34.138:1554/170000004112/00000001000000060000000000000060#http://111.48.34.138/000000001000PLTV/88888888/224/3221229688/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230036/1.m3u8
三沙卫视,rtsp://111.48.34.138:1554/170000004112/00000001000000050000000000000589#http://111.48.34.138/000000001000PLTV/88888888/224/3221230410/1.m3u8
兵团卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000516#http://111.48.34.138/000000001000PLTV/88888888/224/3221230032/1.m3u8
山东教育卫视,rtsp://111.48.34.138:1554/170000004112/99180001000000050000000000000553#http://111.48.34.138/000000001000PLTV/88888888/224/3221230459/1.m3u8
厦门卫视,rtsp://111.48.34.138:1554/170000004112/HBGD8213740706910740489902289856#http://111.48.34.138/000000001000PLTV/88888888/224/3221230498/1.m3u8#http://111.48.34.138/000000001000PLTV/88888888/224/3221230527/1.m3u8
延边卫视,rtsp://111.48.34.138:1554/170000004112/HBGD8790062031491768322269017598#http://111.48.34.138/000000001000PLTV/88888888/224/3221230557/1.m3u8
康巴卫视,rtsp://111.48.34.138:1554/170000004112/HBGD8790066950704414726368066759#http://111.48.34.138/000000001000PLTV/88888888/224/3221230555/1.m3u8




CCTV1综合,http://8.152.209.201:1122/mg/migu.php?id=608807420
CCTV2财经,http://8.152.209.201:1122/mg/migu.php?id=631780532
CCTV3综艺,http://8.152.209.201:1122/mg/migu.php?id=624878271
CCTV4中文国际,http://8.152.209.201:1122/mg/migu.php?id=631780421
CCTV5体育,http://8.152.209.201:1122/mg/migu.php?id=641886683
CCTV5+体育赛事,http://8.152.209.201:1122/mg/migu.php?id=641886773
CCTV6电影,http://8.152.209.201:1122/mg/migu.php?id=624878396
CCTV7国防军事,http://8.152.209.201:1122/mg/migu.php?id=673168121
CCTV8电视剧,http://8.152.209.201:1122/mg/migu.php?id=624878356
CCTV9纪录,http://8.152.209.201:1122/mg/migu.php?id=673168140
CCTV10科教,http://8.152.209.201:1122/mg/migu.php?id=624878405
CCTV11戏曲,http://8.152.209.201:1122/mg/migu.php?id=667987558
CCTV12社会与法,http://8.152.209.201:1122/mg/migu.php?id=673168185
CCTV13新闻,http://8.152.209.201:1122/mg/migu.php?id=608807423
CCTV14少儿,http://8.152.209.201:1122/mg/migu.php?id=624878440
CCTV15音乐,http://8.152.209.201:1122/mg/migu.php?id=673168223
CCTV17农业农村,http://8.152.209.201:1122/mg/migu.php?id=673168256
CCTV4欧洲,http://8.152.209.201:1122/mg/migu.php?id=608807419
CCTV4美洲,http://8.152.209.201:1122/mg/migu.php?id=608807416
CGTN外语纪录,http://8.152.209.201:1122/mg/migu.php?id=609006487
CGTN阿拉伯语,http://8.152.209.201:1122/mg/migu.php?id=609154345
CGTN西班牙语,http://8.152.209.201:1122/mg/migu.php?id=609006450
CGTN法语,http://8.152.209.201:1122/mg/migu.php?id=609006476
CGTN俄语,http://8.152.209.201:1122/mg/migu.php?id=609006446
老故事,http://8.152.209.201:1122/mg/migu.php?id=884121956
中学生,http://8.152.209.201:1122/mg/migu.php?id=708869532
CGTN,http://8.152.209.201:1122/mg/migu.php?id=609017205
东方卫视,http://8.152.209.201:1122/mg/migu.php?id=651632648
江苏卫视,http://8.152.209.201:1122/mg/migu.php?id=623899368
广东卫视,http://8.152.209.201:1122/mg/migu.php?id=608831231
江西卫视,http://8.152.209.201:1122/mg/migu.php?id=783847495
河南卫视,http://8.152.209.201:1122/mg/migu.php?id=790187291
陕西卫视,http://8.152.209.201:1122/mg/migu.php?id=738910838
大湾区卫视,http://8.152.209.201:1122/mg/migu.php?id=608917627
湖北卫视,http://8.152.209.201:1122/mg/migu.php?id=947472496
吉林卫视,http://8.152.209.201:1122/mg/migu.php?id=947472500
青海卫视,http://8.152.209.201:1122/mg/migu.php?id=947472506
东南卫视,http://8.152.209.201:1122/mg/migu.php?id=849116810
海南卫视,http://8.152.209.201:1122/mg/migu.php?id=947472502
海峡卫视,http://8.152.209.201:1122/mg/migu.php?id=849119120
中国农林卫视,http://8.152.209.201:1122/mg/migu.php?id=956904896
兵团卫视,http://8.152.209.201:1122/mg/migu.php?id=956923145
辽宁卫视,http://8.152.209.201:1122/mg/migu.php?id=630291707
上海新闻综合,http://8.152.209.201:1122/mg/migu.php?id=651632657
上视东方影视,http://8.152.209.201:1122/mg/migu.php?id=617290047
南京新闻综合频道,http://8.152.209.201:1122/mg/migu.php?id=838109047
南京教科频道,http://8.152.209.201:1122/mg/migu.php?id=838153729
南京十八频道,http://8.152.209.201:1122/mg/migu.php?id=838151753
江苏城市频道,http://8.152.209.201:1122/mg/migu.php?id=626064714
江苏国际,http://8.152.209.201:1122/mg/migu.php?id=626064674
江苏教育,http://8.152.209.201:1122/mg/migu.php?id=628008321
江苏影视频道,http://8.152.209.201:1122/mg/migu.php?id=626064697
江苏综艺频道,http://8.152.209.201:1122/mg/migu.php?id=626065193
公共新闻频道,http://8.152.209.201:1122/mg/migu.php?id=626064693
盐城新闻综合,http://8.152.209.201:1122/mg/migu.php?id=639731825
淮安新闻综合,http://8.152.209.201:1122/mg/migu.php?id=639731826
泰州新闻综合,http://8.152.209.201:1122/mg/migu.php?id=639731818
连云港新闻综合,http://8.152.209.201:1122/mg/migu.php?id=639731715
宿迁新闻综合,http://8.152.209.201:1122/mg/migu.php?id=639731832
徐州新闻综合,http://8.152.209.201:1122/mg/migu.php?id=639731747
优漫卡通频道,http://8.152.209.201:1122/mg/migu.php?id=626064703
江阴新闻综合,http://8.152.209.201:1122/mg/migu.php?id=955227979
南通新闻综合,http://8.152.209.201:1122/mg/migu.php?id=955227985
宜兴新闻综合,http://8.152.209.201:1122/mg/migu.php?id=955227996
溧水新闻综合,http://8.152.209.201:1122/mg/migu.php?id=639737327
陕西银龄频道,http://8.152.209.201:1122/mg/migu.php?id=956909362
陕西都市青春频道,http://8.152.209.201:1122/mg/migu.php?id=956909358
陕西体育休闲频道,http://8.152.209.201:1122/mg/migu.php?id=956909356
陕西秦腔频道,http://8.152.209.201:1122/mg/migu.php?id=956909303
陕西新闻资讯频道,http://8.152.209.201:1122/mg/migu.php?id=956909289
财富天下,http://8.152.209.201:1122/mg/migu.php?id=956923159
经典香港电影,http://8.152.209.201:1122/mg/migu.php?id=625703337
抗战经典影片,http://8.152.209.201:1122/mg/migu.php?id=617432318
新片放映厅,http://8.152.209.201:1122/mg/migu.php?id=619495952
CHC影迷电影,http://8.152.209.201:1122/mg/migu.php?id=952383261
和美乡途轮播台,http://8.152.209.201:1122/mg/migu.php?id=713591450
高清大片,http://8.152.209.201:1122/mg/migu.php?id=629943678
南方影视,http://8.152.209.201:1122/mg/migu.php?id=614961829
血色山河·抗日战争影像志,http://8.152.209.201:1122/mg/migu.php?id=713600957
熊猫频道01高清,http://8.152.209.201:1122/mg/migu.php?id=609158151
熊猫频道1,http://8.152.209.201:1122/mg/migu.php?id=608933610
熊猫频道2,http://8.152.209.201:1122/mg/migu.php?id=608933640
熊猫频道3,http://8.152.209.201:1122/mg/migu.php?id=608934619
熊猫频道4,http://8.152.209.201:1122/mg/migu.php?id=608934721
熊猫频道5,http://8.152.209.201:1122/mg/migu.php?id=608935104
熊猫频道6,http://8.152.209.201:1122/mg/migu.php?id=608935797
熊猫频道7,http://8.152.209.201:1122/mg/migu.php?id=609169286
熊猫频道8,http://8.152.209.201:1122/mg/migu.php?id=609169287
熊猫频道9,http://8.152.209.201:1122/mg/migu.php?id=609169226
熊猫频道10,http://8.152.209.201:1122/mg/migu.php?id=609169285
最强综艺趴,http://8.152.209.201:1122/mg/migu.php?id=629942228
嘉佳卡通,http://8.152.209.201:1122/mg/migu.php?id=614952364
经典动画大集合,http://8.152.209.201:1122/mg/migu.php?id=629942219
新动力量创一流,http://8.152.209.201:1122/mg/migu.php?id=713589837
环球旅游,http://8.152.209.201:1122/mg/migu.php?id=958475356
钱塘江,http://8.152.209.201:1122/mg/migu.php?id=647370520
五环传奇,http://8.152.209.201:1122/mg/migu.php?id=707671890
赛事最经典,http://8.152.209.201:1122/mg/migu.php?id=646596895
掼蛋精英赛,http://8.152.209.201:1122/mg/migu.php?id=631354620
体坛名栏汇,http://8.152.209.201:1122/mg/migu.php?id=629943305
四海钓鱼,http://8.152.209.201:1122/mg/migu.php?id=637444975
咪咕24小时体育台,http://8.152.209.201:1122/mg/migu.php?id=654102378
24小时城市联赛轮播台,http://8.152.209.201:1122/mg/migu.php?id=915512915
武术世界,http://8.152.209.201:1122/mg/migu.php?id=958475359
CETV1,http://8.152.209.201:1122/mg/migu.php?id=923287154
CETV2,http://8.152.209.201:1122/mg/migu.php?id=923287211
CETV4,http://8.152.209.201:1122/mg/migu.php?id=923287339
山东教育,http://8.152.209.201:1122/mg/migu.php?id=609154353
雪豹,http://cfss.cc/cdn/
